date,home,visitor,goals_home,goals_visitor,extra_time
2019-03-16,Winnipeg Jets,Calgary Flames,2.0,1.0,0
2019-03-17,Anaheim Ducks,Florida Panthers,3.0,2.0,0
2019-03-17,Buffalo Sabres,St. Louis Blues,4.0,3.0,1
2019-03-17,Colorado Avalanche,New Jersey Devils,3.0,0.0,0
2019-03-17,Dallas Stars,Vancouver Canucks,2.0,3.0,1
2019-03-17,Minnesota Wild,New York Islanders,2.0,3.0,1
2019-03-17,Pittsburgh Penguins,Philadelphia Flyers,1.0,2.0,1
2019-03-17,Vegas Golden Knights,Edmonton Oilers,6.0,3.0,0
2019-03-18,Chicago Blackhawks,Vancouver Canucks,2.0,3.0,1
2019-03-18,Los Angeles Kings,Winnipeg Jets,2.0,3.0,0
2019-03-18,San Jose Sharks,Vegas Golden Knights,3.0,7.0,0
2019-03-18,Tampa Bay Lightning,Arizona Coyotes,4.0,1.0,0
2019-03-19,Carolina Hurricanes,Pittsburgh Penguins,3.0,2.0,1
2019-03-19,Calgary Flames,Columbus Blue Jackets,4.0,2.0,0
2019-03-19,Dallas Stars,Florida Panthers,4.0,2.0,0
2019-03-19,Minnesota Wild,Colorado Avalanche,1.0,3.0,0
2019-03-19,New Jersey Devils,Washington Capitals,1.0,4.0,0
2019-03-19,Nashville Predators,Toronto Maple Leafs,3.0,0.0,0
2019-03-19,New York Islanders,Boston Bruins,0.0,5.0,0
2019-03-19,New York Rangers,Detroit Red Wings,2.0,3.0,0
2019-03-19,Philadelphia Flyers,Montreal Canadiens,1.0,3.0,0
2019-03-19,St. Louis Blues,Edmonton Oilers,7.0,2.0,0
2019-03-20,Anaheim Ducks,Winnipeg Jets,0.0,3.0,0
2019-03-20,Buffalo Sabres,Toronto Maple Leafs,2.0,4.0,0
2019-03-20,Vancouver Canucks,Ottawa Senators,7.0,4.0,0
2019-03-20,Washington Capitals,Tampa Bay Lightning,4.0,5.0,1
2019-03-21,Carolina Hurricanes,Tampa Bay Lightning,3.0,6.0,0
2019-03-21,Calgary Flames,Ottawa Senators,5.0,1.0,0
2019-03-21,Chicago Blackhawks,Philadelphia Flyers,1.0,3.0,0
2019-03-21,Dallas Stars,Colorado Avalanche,1.0,3.0,0
2019-03-21,Edmonton Oilers,Columbus Blue Jackets,4.0,1.0,0
2019-03-21,Florida Panthers,Arizona Coyotes,4.0,2.0,0
2019-03-21,Los Angeles Kings,San Jose Sharks,4.0,2.0,0
2019-03-21,Montreal Canadiens,New York Islanders,4.0,0.0,0
2019-03-21,New Jersey Devils,Boston Bruins,1.0,5.0,0
2019-03-21,Nashville Predators,Pittsburgh Penguins,1.0,2.0,1
2019-03-21,St. Louis Blues,Detroit Red Wings,5.0,2.0,0
2019-03-21,Vegas Golden Knights,Winnipeg Jets,5.0,0.0,0
2019-03-22,Anaheim Ducks,San Jose Sharks,4.0,3.0,1
2019-03-22,Washington Capitals,Minnesota Wild,1.0,2.0,0
2019-03-23,Carolina Hurricanes,Minnesota Wild,5.0,1.0,0
2019-03-23,Colorado Avalanche,Chicago Blackhawks,4.0,2.0,0
2019-03-23,Dallas Stars,Pittsburgh Penguins,2.0,3.0,0
2019-03-23,Edmonton Oilers,Ottawa Senators,3.0,4.0,1
2019-03-23,Florida Panthers,Boston Bruins,3.0,7.0,0
2019-03-23,Los Angeles Kings,Anaheim Ducks,4.0,3.0,1
2019-03-23,Montreal Canadiens,Buffalo Sabres,7.0,4.0,0
2019-03-23,New Jersey Devils,Arizona Coyotes,2.0,1.0,1
2019-03-23,Philadelphia Flyers,New York Islanders,2.0,4.0,0
2019-03-23,St. Louis Blues,Tampa Bay Lightning,4.0,3.0,0
2019-03-23,Toronto Maple Leafs,New York Rangers,1.0,2.0,1
2019-03-23,Vancouver Canucks,Calgary Flames,1.0,3.0,0
2019-03-23,Vegas Golden Knights,Detroit Red Wings,2.0,3.0,1
2019-03-23,Winnipeg Jets,Nashville Predators,5.0,0.0,0
2019-03-24,Carolina Hurricanes,Montreal Canadiens,2.0,1.0,1
2019-03-24,Chicago Blackhawks,Colorado Avalanche,2.0,1.0,1
2019-03-24,New York Islanders,Arizona Coyotes,2.0,0.0,0
2019-03-24,Vancouver Canucks,Columbus Blue Jackets,0.0,5.0,0
2019-03-24,Washington Capitals,Philadelphia Flyers,3.0,1.0,0
2019-03-25,Calgary Flames,Los Angeles Kings,0.0,3.0,0
2019-03-25,Minnesota Wild,Nashville Predators,0.0,1.0,0
2019-03-25,New Jersey Devils,Buffalo Sabres,3.0,1.0,0
2019-03-25,New York Rangers,Pittsburgh Penguins,2.0,5.0,0
2019-03-25,San Jose Sharks,Detroit Red Wings,2.0,3.0,0
2019-03-25,St. Louis Blues,Vegas Golden Knights,3.0,1.0,0
2019-03-25,Tampa Bay Lightning,Boston Bruins,5.0,4.0,0
2019-03-25,Toronto Maple Leafs,Florida Panthers,7.0,5.0,0
2019-03-25,Winnipeg Jets,Dallas Stars,2.0,5.0,0
2019-03-26,Arizona Coyotes,Chicago Blackhawks,1.0,0.0,0
2019-03-26,Columbus Blue Jackets,New York Islanders,4.0,0.0,0
2019-03-26,Edmonton Oilers,Los Angeles Kings,8.0,4.0,0
2019-03-26,Montreal Canadiens,Florida Panthers,6.0,1.0,0
2019-03-26,Ottawa Senators,Buffalo Sabres,4.0,0.0,0
2019-03-26,Vancouver Canucks,Anaheim Ducks,4.0,5.0,0
2019-03-26,Washington Capitals,Carolina Hurricanes,4.0,1.0,0
2019-03-27,Boston Bruins,New York Rangers,6.0,3.0,0
2019-03-27,Calgary Flames,Dallas Stars,1.0,2.0,0
2019-03-27,Colorado Avalanche,Vegas Golden Knights,4.0,3.0,0
2019-03-27,Philadelphia Flyers,Toronto Maple Leafs,5.0,4.0,1
2019-03-28,Buffalo Sabres,Detroit Red Wings,4.0,5.0,1
2019-03-28,Carolina Hurricanes,Washington Capitals,2.0,3.0,0
2019-03-28,Columbus Blue Jackets,Montreal Canadiens,6.0,2.0,0
2019-03-28,Edmonton Oilers,Dallas Stars,2.0,3.0,1
2019-03-28,Ottawa Senators,Florida Panthers,2.0,5.0,0
2019-03-28,San Jose Sharks,Chicago Blackhawks,4.0,5.0,0
2019-03-28,Vancouver Canucks,Los Angeles Kings,3.0,2.0,1
2019-03-28,Winnipeg Jets,New York Islanders,4.0,5.0,0
2019-03-29,Calgary Flames,Anaheim Ducks,6.0,1.0,0
2019-03-29,Colorado Avalanche,Arizona Coyotes,3.0,2.0,1
2019-03-29,Detroit Red Wings,New Jersey Devils,4.0,0.0,0
2019-03-29,New York Rangers,St. Louis Blues,4.0,2.0,0
2019-03-29,Pittsburgh Penguins,Nashville Predators,1.0,3.0,0
2019-03-29,Vegas Golden Knights,Minnesota Wild,2.0,3.0,0
2019-03-30,Boston Bruins,Florida Panthers,1.0,4.0,0
2019-03-30,Carolina Hurricanes,Philadelphia Flyers,5.0,2.0,0
2019-03-30,Edmonton Oilers,Anaheim Ducks,1.0,5.0,0
2019-03-30,Los Angeles Kings,Chicago Blackhawks,3.0,2.0,1
2019-03-30,New Jersey Devils,St. Louis Blues,2.0,3.0,1
2019-03-30,Nashville Predators,Columbus Blue Jackets,2.0,5.0,0
2019-03-30,New York Islanders,Buffalo Sabres,5.0,1.0,0
2019-03-30,Ottawa Senators,Toronto Maple Leafs,4.0,2.0,0
2019-03-30,San Jose Sharks,Vegas Golden Knights,4.0,3.0,1
2019-03-30,Tampa Bay Lightning,Washington Capitals,3.0,6.0,0
2019-03-30,Vancouver Canucks,Dallas Stars,3.0,2.0,1
2019-03-30,Winnipeg Jets,Montreal Canadiens,1.0,3.0,0
2019-03-31,Arizona Coyotes,Minnesota Wild,4.0,0.0,0
2019-03-31,Buffalo Sabres,Columbus Blue Jackets,0.0,4.0,0
2019-03-31,Detroit Red Wings,Boston Bruins,6.0,3.0,0
2019-03-31,Philadelphia Flyers,New York Rangers,0.0,3.0,0
2019-03-31,Pittsburgh Penguins,Carolina Hurricanes,3.0,1.0,0
2019-03-31,San Jose Sharks,Calgary Flames,3.0,5.0,0
2019-04-01,Chicago Blackhawks,Winnipeg Jets,3.0,4.0,1
2019-04-01,Florida Panthers,Washington Capitals,5.0,3.0,0
2019-04-01,Los Angeles Kings,Calgary Flames,2.0,7.0,0
2019-04-01,New Jersey Devils,New York Rangers,4.0,2.0,0
2019-04-01,New York Islanders,Toronto Maple Leafs,1.0,2.0,0
2019-04-01,Ottawa Senators,Tampa Bay Lightning,2.0,5.0,0
2019-04-01,St. Louis Blues,Colorado Avalanche,3.0,2.0,1
2019-04-01,Vegas Golden Knights,Edmonton Oilers,3.0,1.0,0
2019-04-02,Arizona Coyotes,Los Angeles Kings,1.0,3.0,0
2019-04-02,Buffalo Sabres,Nashville Predators,2.0,3.0,0
2019-04-02,Columbus Blue Jackets,Boston Bruins,2.0,6.0,0
2019-04-02,Colorado Avalanche,Edmonton Oilers,6.0,2.0,0
2019-04-02,Dallas Stars,Philadelphia Flyers,6.0,2.0,0
2019-04-02,Detroit Red Wings,Pittsburgh Penguins,4.0,1.0,0
2019-04-02,Minnesota Wild,Winnipeg Jets,5.0,1.0,0
2019-04-02,Montreal Canadiens,Tampa Bay Lightning,4.0,2.0,0
2019-04-02,Toronto Maple Leafs,Carolina Hurricanes,1.0,4.0,0
2019-04-02,Vancouver Canucks,San Jose Sharks,4.0,2.0,0
